		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Hum		Wind	Wind	ISS 	Arc.
01/13/22	12:50 a	8.6	8.6	8.4	83	5.8	1.3	ENE	0.80	3.1	NE	8.2	8.5	8.1	---	1048.9	0.00	0.0	---	---	---	0.068	0.000	11.4	73	6.8	11.1	14.25	1.2725	---	---	0.00	208	6	100.0	10
01/13/22	1:00 a	8.4	8.5	8.4	83	5.7	0.9	ENE	0.54	3.1	ENE	8.4	8.4	8.4	---	1049.0	0.00	0.0	---	---	---	0.069	0.000	11.4	73	6.8	11.1	14.25	1.2726	---	---	0.00	209	6	100.0	10
01/13/22	1:10 a	8.4	8.4	8.4	83	5.7	0.9	ENE	0.54	3.1	ENE	8.4	8.4	8.4	---	1049.1	0.00	0.0	---	---	---	0.069	0.000	11.4	73	6.8	11.1	14.25	1.2727	---	---	0.00	207	6	100.0	10
01/13/22	1:20 a	8.5	8.6	8.4	83	5.8	0.9	ENE	0.54	2.2	ENE	8.5	8.4	8.4	---	1049.2	0.00	0.0	---	---	---	0.068	0.000	11.4	73	6.8	11.1	14.25	1.2729	---	---	0.00	208	6	100.0	10
01/13/22	1:30 a	8.6	8.7	8.6	83	5.9	0.0	WSW	0.00	1.8	WSW	8.6	8.6	8.6	---	1049.7	0.00	0.0	---	---	---	0.068	0.000	11.4	73	6.7	11.1	14.25	1.2738	---	---	0.00	208	6	100.0	10
01/13/22	1:40 a	8.6	8.7	8.4	83	5.8	1.3	WSW	0.80	4.0	WSW	8.2	8.5	8.1	---	1050.2	0.00	0.0	---	---	---	0.068	0.000	11.4	73	6.7	11.1	14.25	1.2744	---	---	0.00	208	6	100.0	10
01/13/22	1:50 a	8.4	8.4	8.3	84	5.8	0.9	WSW	0.54	2.2	SW	8.4	8.4	8.4	---	1050.3	0.25	0.0	---	---	---	0.069	0.000	11.4	73	6.7	11.1	14.25	1.2746	---	---	0.00	207	6	100.0	10
01/13/22	2:00 a	8.6	8.7	8.4	84	6.0	1.3	ENE	0.80	4.0	E	8.2	8.6	8.2	---	1049.5	0.76	10.9	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2739	---	---	0.00	207	6	100.0	10
01/13/22	2:10 a	8.6	8.7	8.6	84	6.1	1.3	NE	0.80	3.1	NNE	8.2	8.6	8.2	---	1049.3	0.25	7.6	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2737	---	---	0.00	209	6	100.0	10
01/13/22	2:20 a	8.6	8.7	8.6	84	6.1	1.3	ENE	0.80	3.1	NE	8.2	8.6	8.2	---	1049.2	0.25	1.8	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2735	---	---	0.00	207	6	100.0	10
01/13/22	2:30 a	8.6	8.6	8.6	84	6.0	0.9	ENE	0.54	2.2	NE	8.6	8.6	8.6	---	1049.5	0.00	1.0	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2739	---	---	0.00	208	6	100.0	10
01/13/22	2:40 a	8.5	8.6	8.4	84	5.9	0.4	N	0.27	2.7	N	8.5	8.5	8.5	---	1049.9	0.00	0.0	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2743	---	---	0.00	207	6	100.0	10
01/13/22	2:50 a	8.4	8.6	8.4	84	5.9	1.3	N	0.80	3.6	NNE	8.1	8.4	8.1	---	1049.6	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2740	---	---	0.00	207	6	100.0	10
01/13/22	3:00 a	8.6	8.7	8.5	83	5.9	1.3	NNE	0.80	3.1	NNE	8.2	8.6	8.2	---	1049.5	0.00	0.0	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2738	---	---	0.00	208	6	100.0	10
01/13/22	3:10 a	8.4	8.5	8.4	83	5.7	2.2	N	1.34	4.5	N	7.2	8.4	7.1	---	1049.3	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2736	---	---	0.00	206	6	100.0	10
01/13/22	3:20 a	8.4	8.4	8.4	83	5.7	0.9	NNE	0.54	2.7	NE	8.4	8.3	8.3	---	1049.3	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2737	---	---	0.00	208	6	100.0	10
01/13/22	3:30 a	8.4	8.4	8.4	83	5.7	1.8	NE	1.07	3.6	ENE	7.6	8.4	7.5	---	1049.0	0.25	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2733	---	---	0.00	209	6	100.0	10
01/13/22	3:40 a	8.4	8.4	8.4	82	5.5	0.9	ENE	0.54	2.2	ENE	8.4	8.4	8.4	---	1048.8	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2730	---	---	0.00	209	6	100.0	10
01/13/22	3:50 a	8.3	8.4	8.3	83	5.6	0.9	N	0.54	2.2	N	8.3	8.3	8.3	---	1048.6	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2728	---	---	0.00	208	6	100.0	10
01/13/22	4:00 a	8.3	8.4	8.3	82	5.4	1.3	N	0.80	2.7	NNW	7.9	8.3	7.9	---	1048.5	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2726	---	---	0.00	208	6	100.0	10
01/13/22	4:10 a	8.3	8.4	8.3	82	5.4	0.4	NNE	0.27	1.8	N	8.3	8.2	8.2	---	1048.3	0.00	0.0	---	---	---	0.070	0.000	11.3	73	6.7	11.1	14.25	1.2724	---	---	0.00	208	6	100.0	10
01/13/22	4:20 a	8.4	8.6	8.3	81	5.4	0.9	ENE	0.54	1.8	ENE	8.4	8.4	8.4	---	1048.2	0.00	0.0	---	---	---	0.069	0.000	11.3	74	6.9	11.1	14.50	1.2721	---	---	0.00	209	6	100.0	10
01/13/22	4:30 a	8.6	8.6	8.5	81	5.5	0.4	N	0.27	3.1	N	8.6	8.5	8.5	---	1048.0	0.00	0.0	---	---	---	0.068	0.000	11.3	73	6.7	11.1	14.25	1.2720	---	---	0.00	208	6	100.0	10
01/13/22	4:40 a	8.4	8.6	8.4	81	5.4	1.3	N	0.80	3.6	N	8.1	8.4	8.0	---	1047.8	0.00	0.0	---	---	---	0.069	0.000	11.3	73	6.7	11.1	14.25	1.2718	---	---	0.00	209	6	100.0	10
01/13/22	4:50 a	8.6	8.7	8.6	80	5.4	0.9	ENE	0.54	2.7	ENE	8.6	8.5	8.5	---	1047.6	0.00	0.0	---	---	---	0.068	0.000	11.3	73	6.6	11.0	14.24	1.2718	---	---	0.00	207	6	100.0	10
01/13/22	5:00 a	8.8	8.8	8.7	80	5.5	0.9	NE	0.54	2.7	ENE	8.8	8.7	8.7	---	1047.4	0.00	0.0	---	---	---	0.066	0.000	11.3	73	6.6	11.0	14.24	1.2716	---	---	0.00	206	6	100.0	10
01/13/22	5:10 a	8.8	8.9	8.8	80	5.6	0.9	N	0.54	2.2	N	8.8	8.8	8.8	---	1047.4	0.00	0.0	---	---	---	0.066	0.000	11.3	73	6.6	11.0	14.24	1.2716	---	---	0.00	209	6	100.0	10
01/13/22	5:20 a	8.9	8.9	8.8	79	5.4	0.9	NE	0.54	1.8	ENE	8.9	8.8	8.8	---	1047.6	0.00	0.0	---	---	---	0.066	0.000	11.3	73	6.6	11.0	14.24	1.2718	---	---	0.00	209	6	100.0	10
01/13/22	5:30 a	8.9	9.0	8.9	79	5.5	0.9	NE	0.54	2.2	ENE	8.9	8.9	8.9	---	1047.7	0.00	0.0	---	---	---	0.065	0.000	11.3	74	6.8	11.0	14.50	1.2718	---	---	0.00	209	6	100.0	10
01/13/22	5:40 a	8.9	9.0	8.9	80	5.7	0.0	SSW	0.00	0.9	SSW	8.9	8.9	8.9	---	1048.0	0.00	0.0	---	---	---	0.065	0.000	11.3	74	6.8	11.0	14.50	1.2722	---	---	0.00	207	6	100.0	10
01/13/22	5:50 a	8.8	9.0	8.6	81	5.7	1.3	SW	0.80	3.6	W	8.5	8.8	8.4	---	1048.2	0.00	0.0	---	---	---	0.066	0.000	11.3	73	6.6	11.0	14.24	1.2726	---	---	0.00	208	6	100.0	10
01/13/22	6:00 a	8.6	8.6	8.5	82	5.7	1.3	SSW	0.80	4.5	S	8.2	8.5	8.1	---	1048.9	0.00	0.0	---	---	---	0.068	0.000	11.2	73	6.6	10.9	14.24	1.2737	---	---	0.00	209	6	100.0	10
01/13/22	6:10 a	8.6	8.6	8.5	82	5.7	0.9	WSW	0.54	3.1	SSW	8.6	8.5	8.5	---	1049.3	0.00	0.0	---	---	---	0.068	0.000	11.2	73	6.6	10.9	14.24	1.2742	---	---	0.00	208	6	100.0	10
01/13/22	6:20 a	8.6	8.6	8.5	83	5.8	1.8	SW	1.07	4.5	SSW	7.7	8.5	7.7	---	1049.5	0.00	0.0	---	---	---	0.068	0.000	11.2	73	6.5	10.9	14.23	1.2747	---	---	0.00	209	6	100.0	10
01/13/22	6:30 a	8.7	8.8	8.6	82	5.8	1.3	WSW	0.80	3.1	WSW	8.3	8.6	8.3	---	1049.9	0.00	0.0	---	---	---	0.067	0.000	11.1	73	6.5	10.8	14.23	1.2755	---	---	0.00	209	6	100.0	10
01/13/22	6:40 a	8.8	8.9	8.8	82	5.9	0.9	WSW	0.54	3.1	WSW	8.8	8.8	8.8	---	1049.6	0.76	5.8	---	---	---	0.066	0.000	11.1	73	6.5	10.8	14.23	1.2751	---	---	0.00	208	6	100.0	10
01/13/22	6:50 a	8.8	8.8	8.8	83	6.1	0.0	SW	0.00	1.8	NW	8.8	8.8	8.8	---	1049.8	0.76	5.8	---	---	---	0.066	0.000	11.1	73	6.5	10.8	14.23	1.2754	---	---	0.00	209	6	100.0	10
01/13/22	7:00 a	8.9	8.9	8.8	84	6.3	0.0	---	0.00	0.0	---	8.9	8.9	8.9	---	1050.1	0.51	4.6	---	---	---	0.066	0.000	11.1	73	6.5	10.8	14.23	1.2757	---	---	0.00	208	6	100.0	10
01/13/22	7:10 a	8.9	9.0	8.9	83	6.2	0.0	SSW	0.00	0.9	SSW	8.9	8.9	8.9	---	1050.1	0.76	5.8	---	---	---	0.065	0.000	11.1	73	6.5	10.8	14.23	1.2757	---	---	0.00	205	6	100.0	10
01/13/22	7:20 a	9.1	9.1	8.9	83	6.3	0.9	ENE	0.54	2.2	ENE	9.1	9.1	9.1	---	1050.3	0.76	5.6	---	---	---	0.064	0.000	11.1	73	6.4	10.8	14.23	1.2762	---	---	0.00	208	6	100.0	10
01/13/22	7:30 a	9.2	9.2	9.1	83	6.4	0.4	ENE	0.27	1.8	NE	9.2	9.2	9.2	---	1050.2	0.25	5.6	---	---	---	0.064	0.000	11.1	74	6.6	10.8	14.49	1.2760	---	---	0.00	208	6	100.0	10
01/13/22	7:40 a	9.0	9.1	8.9	83	6.3	0.9	ENE	0.54	1.8	NE	9.0	9.0	9.0	---	1050.3	0.00	1.0	---	---	---	0.065	0.000	11.1	74	6.6	10.8	14.49	1.2761	---	---	0.00	209	6	100.0	10
01/13/22	7:50 a	8.9	8.9	8.9	84	6.3	0.0	ENE	0.00	1.8	NE	8.9	8.9	8.9	---	1050.8	0.25	1.0	---	---	---	0.066	0.000	11.1	74	6.6	10.8	14.49	1.2768	---	---	0.00	205	6	100.0	10
01/13/22	8:00 a	8.8	8.9	8.7	84	6.3	1.3	ENE	0.80	2.2	ENE	8.5	8.8	8.5	---	1050.9	0.00	0.0	---	---	---	0.066	0.000	11.1	73	6.4	10.8	14.23	1.2770	---	---	0.00	209	6	100.0	10
01/13/22	8:10 a	8.7	8.8	8.7	84	6.2	0.9	ENE	0.54	2.2	ENE	8.7	8.7	8.7	---	1051.1	0.00	0.0	---	---	---	0.067	0.000	11.1	74	6.6	10.8	14.49	1.2771	---	---	0.00	209	6	100.0	10
01/13/22	8:20 a	8.8	8.8	8.7	84	6.2	0.0	---	0.00	0.0	---	8.8	8.8	8.8	---	1051.4	0.00	0.0	---	---	---	0.066	0.000	11.1	74	6.6	10.8	14.49	1.2775	---	---	0.00	207	6	100.0	10
01/13/22	8:30 a	8.8	8.8	8.8	84	6.2	0.4	ENE	0.27	1.3	ENE	8.8	8.8	8.8	---	1051.6	0.00	0.0	---	---	---	0.066	0.000	11.1	74	6.6	10.8	14.49	1.2777	---	---	0.00	207	6	100.0	10
01/13/22	8:40 a	8.8	8.8	8.8	85	6.4	0.4	ENE	0.27	1.3	ENE	8.8	8.8	8.8	---	1051.7	0.00	0.0	---	---	---	0.066	0.000	11.1	74	6.6	10.8	14.49	1.2779	---	---	0.00	208	6	100.0	10
01/13/22	8:50 a	8.9	9.0	8.8	85	6.6	0.4	ENE	0.27	1.8	ENE	8.9	8.9	8.9	---	1051.8	0.00	0.0	---	---	---	0.065	0.000	11.1	74	6.6	10.8	14.49	1.2777	---	---	0.00	209	6	100.0	10
01/13/22	9:00 a	9.0	9.1	9.0	85	6.6	0.0	ENE	0.00	1.3	ENE	9.0	9.0	9.0	---	1052.0	0.00	0.0	---	---	---	0.065	0.000	11.2	74	6.7	10.9	14.49	1.2777	---	---	0.00	208	6	100.0	10
01/13/22	9:10 a	9.1	9.2	9.1	85	6.7	0.4	ENE	0.27	1.8	ENE	9.1	9.1	9.1	---	1052.1	0.00	0.0	---	---	---	0.064	0.000	11.2	74	6.8	10.9	14.49	1.2775	---	---	0.00	208	6	100.0	10
01/13/22	9:20 a	9.3	9.5	9.2	85	6.9	0.4	ENE	0.27	2.2	ENE	9.3	9.4	9.4	---	1052.2	0.00	0.0	---	---	---	0.063	0.000	11.3	74	6.8	11.0	14.50	1.2773	---	---	0.00	209	6	100.0	10
01/13/22	9:30 a	9.6	9.7	9.5	84	7.0	0.9	ENE	0.54	2.2	ENE	9.6	9.7	9.7	---	1052.4	0.00	0.0	---	---	---	0.061	0.000	11.3	75	7.1	11.1	14.80	1.2771	---	---	0.00	208	6	100.0	10
01/13/22	9:40 a	9.7	9.8	9.7	84	7.1	0.9	ENE	0.54	2.2	ENE	9.7	9.8	9.8	---	1052.4	0.00	0.0	---	---	---	0.060	0.000	11.4	75	7.2	11.2	14.80	1.2765	---	---	0.00	208	6	100.0	10
01/13/22	9:50 a	9.9	10.1	9.7	84	7.4	0.9	ENE	0.54	2.2	NE	9.9	10.0	10.0	---	1052.8	0.00	0.0	---	---	---	0.058	0.000	11.5	75	7.2	11.2	14.80	1.2767	---	---	0.00	208	6	100.0	10
01/13/22	10:00 a	10.1	10.2	10.0	83	7.4	0.9	ENE	0.54	2.7	ENE	10.1	10.1	10.1	---	1053.1	0.00	0.0	---	---	---	0.057	0.000	11.6	75	7.3	11.3	14.81	1.2768	---	---	0.00	209	6	100.0	10
01/13/22	10:10 a	9.9	10.1	9.8	83	7.1	1.3	ESE	0.80	3.6	E	9.7	9.9	9.8	---	1053.1	0.00	0.0	---	---	---	0.059	0.000	11.7	75	7.4	11.4	14.81	1.2762	---	---	0.00	208	6	100.0	10
01/13/22	10:20 a	9.8	9.9	9.8	83	7.1	0.9	E	0.54	3.1	E	9.8	9.8	9.8	---	1053.3	0.00	0.0	---	---	---	0.059	0.000	11.8	75	7.5	11.5	14.81	1.2758	---	---	0.00	208	6	100.0	10
01/13/22	10:30 a	9.9	10.1	9.9	84	7.4	0.4	ENE	0.27	1.8	ENE	9.9	10.0	10.0	---	1053.5	0.00	0.0	---	---	---	0.058	0.000	11.8	75	7.5	11.6	14.82	1.2757	---	---	0.00	209	6	100.0	10
01/13/22	10:40 a	10.1	10.1	10.0	83	7.3	0.4	ESE	0.27	1.8	SE	10.1	10.1	10.1	---	1053.3	0.00	0.0	---	---	---	0.057	0.000	11.9	75	7.6	11.7	14.82	1.2749	---	---	0.00	208	6	100.0	10
01/13/22	10:50 a	10.2	10.3	10.1	83	7.4	0.9	SE	0.54	3.6	SE	10.2	10.2	10.2	---	1053.1	0.00	0.0	---	---	---	0.057	0.000	12.1	76	8.0	11.8	15.12	1.2739	---	---	0.00	209	6	100.0	10
01/13/22	11:00 a	10.4	10.6	10.3	83	7.7	0.4	SE	0.27	1.3	SE	10.4	10.4	10.4	---	1053.0	0.00	0.0	---	---	---	0.055	0.000	12.2	76	8.1	11.9	15.13	1.2732	---	---	0.00	209	6	100.0	10
01/13/22	11:10 a	10.7	10.8	10.6	81	7.6	1.3	ENE	0.80	2.7	NNE	10.6	10.6	10.5	---	1053.2	0.00	0.0	---	---	---	0.053	0.000	12.4	77	8.5	12.1	15.45	1.2721	---	---	0.00	206	6	100.0	10
01/13/22	11:20 a	10.6	10.7	10.5	81	7.4	0.9	ENE	0.54	3.1	ENE	10.6	10.4	10.4	---	1053.4	0.00	0.0	---	---	---	0.054	0.000	12.7	77	8.7	12.4	15.45	1.2709	---	---	0.00	209	6	100.0	10
01/13/22	11:30 a	10.8	11.2	10.5	81	7.7	0.4	NE	0.27	1.8	N	10.8	10.7	10.7	---	1053.7	0.00	0.0	---	---	---	0.052	0.000	13.2	83	10.3	13.1	17.36	1.2675	---	---	0.00	208	6	100.0	10
01/13/22	11:40 a	11.2	11.3	11.1	79	7.7	0.9	ENE	0.54	2.2	ENE	11.2	11.1	11.1	---	1053.7	0.00	0.0	---	---	---	0.049	0.000	14.4	83	11.6	14.3	17.41	1.2605	---	---	0.00	208	6	100.0	10
01/13/22	11:50 a	11.0	11.1	10.8	80	7.7	1.3	ENE	0.80	3.1	E	10.9	10.9	10.8	---	1053.8	0.00	0.0	---	---	---	0.051	0.000	15.0	80	11.6	14.9	16.35	1.2583	---	---	0.00	207	6	100.0	10
01/13/22	12:00 p	10.8	10.8	10.7	80	7.5	1.3	ENE	0.80	3.1	ESE	10.7	10.7	10.6	---	1053.9	0.00	0.0	---	---	---	0.052	0.000	14.9	78	11.1	14.7	15.67	1.2594	---	---	0.00	209	6	100.0	10
01/13/22	12:10 p	10.8	10.9	10.8	80	7.5	0.4	ENE	0.27	2.2	NE	10.8	10.7	10.7	---	1054.3	0.00	0.0	---	---	---	0.052	0.000	14.6	77	10.6	14.3	15.38	1.2615	---	---	0.00	207	6	100.0	10
01/13/22	12:20 p	10.9	10.9	10.8	79	7.4	0.9	ENE	0.54	2.2	ENE	10.9	10.8	10.8	---	1054.6	0.00	0.0	---	---	---	0.052	0.000	14.3	77	10.4	14.1	15.39	1.2633	---	---	0.00	208	6	100.0	10
01/13/22	12:30 p	10.9	11.1	10.9	79	7.4	0.4	ENE	0.27	1.8	ENE	10.9	10.8	10.8	---	1054.7	0.00	0.0	---	---	---	0.051	0.000	14.2	76	10.0	13.9	15.05	1.2645	---	---	0.00	209	6	100.0	10
01/13/22	12:40 p	11.1	11.1	11.0	78	7.4	0.0	N	0.00	1.3	N	11.1	10.9	10.9	---	1055.0	0.00	0.0	---	---	---	0.051	0.000	14.1	76	9.9	13.8	15.06	1.2655	---	---	0.00	207	6	100.0	10
01/13/22	12:50 p	11.1	11.1	11.0	78	7.4	0.0	NNE	0.00	0.4	NNE	11.1	10.9	10.9	---	1055.0	0.00	0.0	---	---	---	0.051	0.000	13.9	76	9.8	13.7	15.07	1.2661	---	---	0.00	208	6	100.0	10
01/13/22	1:00 p	11.2	11.3	11.1	77	7.3	0.0	---	0.00	0.0	---	11.2	11.0	11.0	---	1055.2	0.00	0.0	---	---	---	0.050	0.000	13.9	76	9.7	13.6	15.07	1.2667	---	---	0.00	208	6	100.0	10
01/13/22	1:10 p	11.3	11.4	11.3	78	7.6	0.0	NNE	0.00	0.4	NNE	11.3	11.2	11.2	---	1055.2	0.00	0.0	---	---	---	0.049	0.000	13.9	77	10.0	13.7	15.41	1.2662	---	---	0.00	209	6	100.0	10
01/13/22	1:20 p	11.6	11.8	11.4	75	7.3	0.0	ENE	0.00	1.8	ENE	11.6	11.3	11.3	---	1055.2	0.00	0.0	---	---	---	0.047	0.000	14.3	79	10.7	14.1	16.05	1.2638	---	---	0.00	209	6	100.0	10
01/13/22	1:30 p	12.1	12.4	11.8	74	7.6	0.4	ENE	0.27	1.8	ENE	12.1	11.7	11.7	---	1055.0	0.00	0.0	---	---	---	0.044	0.000	15.2	85	12.7	15.1	18.25	1.2577	---	---	0.00	208	6	100.0	10
01/13/22	1:40 p	12.6	12.6	12.4	72	7.6	0.0	ENE	0.00	1.3	ENE	12.6	12.2	12.2	---	1055.2	0.00	0.0	---	---	---	0.040	0.000	16.8	85	14.2	16.9	18.25	1.2490	---	---	0.00	209	6	100.0	10
01/13/22	1:50 p	12.4	12.5	12.3	72	7.5	0.9	NE	0.54	1.8	NE	12.4	12.0	12.0	---	1055.2	0.00	0.0	---	---	---	0.041	0.000	17.7	82	14.6	17.9	17.20	1.2449	---	---	0.00	209	6	100.0	10
01/13/22	2:00 p	12.3	12.4	12.3	73	7.6	0.9	ENE	0.54	1.8	ENE	12.3	11.9	11.9	---	1055.6	0.00	0.0	---	---	---	0.042	0.000	18.2	85	15.7	18.6	18.25	1.2416	---	---	0.00	208	6	100.0	10
01/13/22	2:10 p	12.6	12.7	12.4	72	7.6	0.0	ENE	0.00	0.9	E	12.6	12.2	12.2	---	1055.5	0.00	0.0	---	---	---	0.040	0.000	19.1	84	16.3	19.7	17.77	1.2366	---	---	0.00	206	6	100.0	10
01/13/22	2:20 p	12.7	12.8	12.6	71	7.6	0.0	---	0.00	0.0	---	12.7	12.3	12.3	---	1055.7	0.00	0.0	---	---	---	0.039	0.000	19.9	83	17.0	20.7	17.38	1.2325	---	---	0.00	208	6	100.0	10
01/13/22	2:30 p	12.9	13.0	12.8	71	7.8	0.0	NE	0.00	0.4	NE	12.9	12.4	12.4	---	1055.9	0.00	0.0	---	---	---	0.038	0.000	20.5	81	17.1	21.3	16.64	1.2301	---	---	0.00	208	6	100.0	10
01/13/22	2:40 p	12.8	13.1	12.6	71	7.7	0.4	ENE	0.27	2.2	ENE	12.8	12.4	12.4	---	1055.9	0.00	0.0	---	---	---	0.038	0.000	20.7	76	16.3	21.3	14.76	1.2304	---	---	0.00	207	6	100.0	10
01/13/22	2:50 p	12.4	12.6	12.3	71	7.3	0.9	ENE	0.54	2.2	ENE	12.4	12.0	12.0	---	1056.0	0.00	0.0	---	---	---	0.041	0.000	20.2	74	15.4	20.6	14.25	1.2338	---	---	0.00	207	6	100.0	10
01/13/22	3:00 p	12.4	12.5	12.3	70	7.1	0.0	E	0.00	0.9	ENE	12.4	11.9	11.9	---	1056.3	0.00	0.0	---	---	---	0.041	0.000	19.6	73	14.6	19.8	14.01	1.2381	---	---	0.00	207	6	100.0	10
01/13/22	3:10 p	12.6	12.7	12.5	70	7.3	0.4	ENE	0.27	1.3	E	12.6	12.2	12.2	---	1056.5	0.00	0.0	---	---	---	0.040	0.000	19.1	73	14.1	19.2	14.02	1.2410	---	---	0.00	203	6	100.0	10
01/13/22	3:20 p	12.8	12.9	12.7	68	7.1	0.0	NE	0.00	1.8	NE	12.8	12.3	12.3	---	1056.7	0.00	0.0	---	---	---	0.038	0.000	18.7	73	13.8	18.8	14.04	1.2431	---	---	0.00	206	6	100.0	10
01/13/22	3:30 p	13.0	13.1	12.9	69	7.4	0.0	NE	0.00	1.3	NE	13.0	12.5	12.5	---	1056.9	0.00	0.0	---	---	---	0.037	0.000	18.4	72	13.3	18.4	13.75	1.2451	---	---	0.00	208	6	100.0	10
01/13/22	3:40 p	13.4	13.7	13.1	67	7.4	0.4	WSW	0.27	1.8	SW	13.4	12.8	12.8	---	1056.9	0.00	0.0	---	---	---	0.034	0.000	18.3	72	13.1	18.2	13.75	1.2460	---	---	0.00	205	6	100.0	10
01/13/22	3:50 p	13.8	13.9	13.6	67	7.8	0.0	SW	0.00	0.9	WSW	13.8	13.2	13.2	---	1057.0	0.00	0.0	---	---	---	0.032	0.000	18.1	71	12.8	17.9	13.54	1.2472	---	---	0.00	208	6	100.0	10
01/13/22	4:00 p	13.9	13.9	13.8	65	7.4	0.0	SSE	0.00	1.3	SSE	13.9	13.3	13.3	---	1057.2	0.00	0.0	---	---	---	0.031	0.000	17.9	71	12.6	17.8	13.54	1.2484	---	---	0.00	208	6	100.0	10
01/13/22	4:10 p	13.8	13.9	13.7	64	7.1	0.9	SW	0.54	2.7	W	13.8	13.2	13.2	---	1057.5	0.00	0.0	---	---	---	0.031	0.000	17.7	70	12.2	17.5	13.33	1.2502	---	---	0.00	209	6	100.0	10
01/13/22	4:20 p	13.6	13.7	13.4	65	7.1	1.3	SW	0.80	3.1	SW	13.6	12.9	12.9	---	1057.6	0.00	0.0	---	---	---	0.033	0.000	17.4	69	11.7	17.2	13.02	1.2520	---	---	0.00	206	6	100.0	10
01/13/22	4:30 p	13.2	13.4	12.9	66	7.0	0.9	WSW	0.54	2.7	W	13.2	12.6	12.6	---	1058.0	0.00	0.0	---	---	---	0.036	0.000	17.2	69	11.4	16.8	13.01	1.2541	---	---	0.00	209	6	100.0	10
01/13/22	4:40 p	12.6	12.9	12.3	68	6.9	1.8	WSW	1.07	4.0	W	12.4	12.1	11.9	---	1058.5	0.00	0.0	---	---	---	0.040	0.000	16.9	69	11.2	16.5	13.00	1.2561	---	---	0.00	204	6	100.0	10
01/13/22	4:50 p	12.1	12.3	11.9	69	6.6	2.2	WSW	1.34	4.0	WSW	11.5	11.7	11.1	---	1058.9	0.00	0.0	---	---	---	0.043	0.000	16.7	68	10.7	16.2	12.75	1.2580	---	---	0.00	205	6	100.0	10
01/13/22	5:00 p	11.8	11.9	11.7	70	6.5	1.8	SW	1.07	4.5	WSW	11.5	11.4	11.1	---	1059.0	0.00	0.0	---	---	---	0.045	0.000	16.4	68	10.5	15.9	12.75	1.2596	---	---	0.00	207	6	100.0	10
01/13/22	5:10 p	11.7	11.8	11.7	70	6.4	1.8	WSW	1.07	3.1	WSW	11.3	11.3	10.9	---	1059.4	0.00	0.0	---	---	---	0.046	0.000	16.1	68	10.2	15.7	12.75	1.2616	---	---	0.00	209	6	100.0	10
01/13/22	5:20 p	11.7	11.7	11.6	71	6.6	0.9	WSW	0.54	2.2	WSW	11.7	11.3	11.3	---	1059.4	0.00	0.0	---	---	---	0.046	0.000	15.9	68	10.0	15.4	12.75	1.2627	---	---	0.00	207	6	100.0	10
01/13/22	5:30 p	11.7	11.7	11.6	71	6.6	0.0	---	0.00	0.0	---	11.7	11.3	11.3	---	1059.3	0.00	0.0	---	---	---	0.046	0.000	15.7	67	9.6	15.2	12.54	1.2638	---	---	0.00	208	6	100.0	10
01/13/22	5:40 p	11.6	11.7	11.6	72	6.7	0.4	SSW	0.27	1.8	SSW	11.6	11.3	11.3	---	1059.4	0.00	0.0	---	---	---	0.047	0.000	15.6	67	9.4	15.0	12.55	1.2647	---	---	0.00	207	6	100.0	10
01/13/22	5:50 p	11.6	11.6	11.5	72	6.7	0.4	WSW	0.27	1.8	WSW	11.6	11.2	11.2	---	1059.8	0.00	0.0	---	---	---	0.047	0.000	15.4	67	9.3	14.8	12.56	1.2661	---	---	0.00	208	6	100.0	10
01/13/22	6:00 p	11.5	11.6	11.5	72	6.6	0.0	WSW	0.00	1.3	WSW	11.5	11.2	11.2	---	1059.7	0.00	0.0	---	---	---	0.047	0.000	15.3	67	9.2	14.7	12.57	1.2665	---	---	0.00	205	6	100.0	10
01/13/22	6:10 p	11.5	11.6	11.4	73	6.8	0.4	SSW	0.27	1.8	S	11.5	11.2	11.2	---	1059.8	0.00	0.0	---	---	---	0.047	0.000	15.2	67	9.1	14.6	12.58	1.2672	---	---	0.00	207	6	100.0	10
01/13/22	6:20 p	11.3	11.4	11.3	73	6.7	0.4	SSW	0.27	2.2	SSE	11.3	11.1	11.1	---	1059.8	0.00	0.0	---	---	---	0.049	0.000	15.0	67	8.9	14.4	12.59	1.2681	---	---	0.00	207	6	100.0	10
